2022-03-14 16:30:37.462  INFO 21208 --- [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/Molla]  : Initializing Spring embedded WebApplicationContext
2022-03-14 16:30:40.196  INFO 21208 --- [restartedMain] o.s.s.web.DefaultSecurityFilterChain     : Will not secure any request
2022-03-14 16:30:40.386  INFO 21208 --- [restartedMain] o.s.b.a.w.s.WelcomePageHandlerMapping    : Adding welcome page template: index
2022-03-14 16:30:40.951  INFO 21208 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : LiveReload server is running on port 35729
2022-03-14 16:30:40.992  INFO 21208 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat started on port(s): 80 (http) with context path '/Molla'
2022-03-14 16:30:41.006  INFO 21208 --- [restartedMain] com.molla.site.MollaFrontEndApplication  : Started MollaFrontEndApplication in 6.704 seconds (JVM running for 9.444)
2022-03-14 16:30:55.208  INFO 21208 --- [http-nio-80-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/Molla]  : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-03-14 16:30:55.208  INFO 21208 --- [http-nio-80-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-03-14 16:30:55.210  INFO 21208 --- [http-nio-80-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
2022-03-14 16:30:55.440  WARN 21208 --- [http-nio-80-exec-1] o.a.c.util.SessionIdGeneratorBase        : Creation of SecureRandom instance for session ID generation using [SHA1PRNG] took [199] milliseconds.
2022-03-14 16:30:55.464  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:55.467  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/
2022-03-14 16:30:55.619  INFO 21208 --- [http-nio-80-exec-1] c.molla.site.controller.MainController   : MainController | viewHomePage is called
2022-03-14 16:30:55.749  INFO 21208 --- [http-nio-80-exec-1] c.molla.site.controller.MainController   : MainController | viewHomePage | listCategories : 25
2022-03-14 16:30:56.325  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.325  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/webjars/jquery/3.4.1/jquery.min.js
2022-03-14 16:30:56.326  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/webjars/jquery/3.4.1/jquery.min.js
2022-03-14 16:30:56.327  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.328  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/webjars/bootstrap/4.3.1/js/bootstrap.min.js
2022-03-14 16:30:56.328  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/webjars/bootstrap/4.3.1/js/bootstrap.min.js
2022-03-14 16:30:56.334  INFO 21208 --- [http-nio-80-exec-2] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.334  INFO 21208 --- [http-nio-80-exec-2] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/webjars/bootstrap/4.3.1/css/bootstrap.min.css
2022-03-14 16:30:56.334  INFO 21208 --- [http-nio-80-exec-2] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/webjars/bootstrap/4.3.1/css/bootstrap.min.css
2022-03-14 16:30:56.325  INFO 21208 --- [http-nio-80-exec-3] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.338  INFO 21208 --- [http-nio-80-exec-3] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/fontawesome/all.css
2022-03-14 16:30:56.338  INFO 21208 --- [http-nio-80-exec-3] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/fontawesome/all.css
2022-03-14 16:30:56.338  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.338  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/css/styles.css
2022-03-14 16:30:56.339  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/css/styles.css
2022-03-14 16:30:56.421  INFO 21208 --- [http-nio-80-exec-7] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.421  INFO 21208 --- [http-nio-80-exec-7] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/9/bags_cases.png
2022-03-14 16:30:56.421  INFO 21208 --- [http-nio-80-exec-7] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/9/bags_cases.png
2022-03-14 16:30:56.437  INFO 21208 --- [http-nio-80-exec-8] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.437  INFO 21208 --- [http-nio-80-exec-8] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/17/cables%20and%20adapters.png
2022-03-14 16:30:56.438  INFO 21208 --- [http-nio-80-exec-8] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/17/cables%20and%20adapters.png
2022-03-14 16:30:56.454  INFO 21208 --- [http-nio-80-exec-9] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.454  INFO 21208 --- [http-nio-80-exec-9] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/14/carrier%20cellphones.png
2022-03-14 16:30:56.454  INFO 21208 --- [http-nio-80-exec-9] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/14/carrier%20cellphones.png
2022-03-14 16:30:56.454  INFO 21208 --- [http-nio-80-exec-10] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.454  INFO 21208 --- [http-nio-80-exec-10] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/20/cellphone%20cases.png
2022-03-14 16:30:56.454  INFO 21208 --- [http-nio-80-exec-10] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/20/cellphone%20cases.png
2022-03-14 16:30:56.457  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.457  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/22/computer%20processors.png
2022-03-14 16:30:56.457  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/22/computer%20processors.png
2022-03-14 16:30:56.462  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.462  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/5/desktop%20computers.png
2022-03-14 16:30:56.462  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/5/desktop%20computers.png
2022-03-14 16:30:56.474  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.474  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/10/digital%20cameras.png
2022-03-14 16:30:56.474  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/10/digital%20cameras.png
2022-03-14 16:30:56.575  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.576  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/23/graphic%20cards.png
2022-03-14 16:30:56.576  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/23/graphic%20cards.png
2022-03-14 16:30:56.577  INFO 21208 --- [http-nio-80-exec-3] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.577  INFO 21208 --- [http-nio-80-exec-3] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/21/headphones.png
2022-03-14 16:30:56.577  INFO 21208 --- [http-nio-80-exec-3] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/21/headphones.png
2022-03-14 16:30:56.577  INFO 21208 --- [http-nio-80-exec-2] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.577  INFO 21208 --- [http-nio-80-exec-2] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/11/flashes.png
2022-03-14 16:30:56.577  INFO 21208 --- [http-nio-80-exec-2] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/11/flashes.png
2022-03-14 16:30:56.582  INFO 21208 --- [http-nio-80-exec-9] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.582  INFO 21208 --- [http-nio-80-exec-9] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/25/internal%20optical%20drives.png
2022-03-14 16:30:56.582  INFO 21208 --- [http-nio-80-exec-9] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/25/internal%20optical%20drives.png
2022-03-14 16:30:56.584  INFO 21208 --- [http-nio-80-exec-7] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.584  INFO 21208 --- [http-nio-80-exec-7] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/24/internal%20hard%20drive.png
2022-03-14 16:30:56.584  INFO 21208 --- [http-nio-80-exec-7] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/24/internal%20hard%20drive.png
2022-03-14 16:30:56.584  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.585  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/6/laptop%20computers.png
2022-03-14 16:30:56.585  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/6/laptop%20computers.png
2022-03-14 16:30:56.617  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.617  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/12/lenses.png
2022-03-14 16:30:56.617  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/12/lenses.png
2022-03-14 16:30:56.617  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.621  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/29/computer%20memory.png
2022-03-14 16:30:56.621  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/29/computer%20memory.png
2022-03-14 16:30:56.621  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.621  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/18/microsd%20cards.png
2022-03-14 16:30:56.621  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/18/microsd%20cards.png
2022-03-14 16:30:56.638  INFO 21208 --- [http-nio-80-exec-10] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.639  INFO 21208 --- [http-nio-80-exec-10] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/30/motherboards.png
2022-03-14 16:30:56.639  INFO 21208 --- [http-nio-80-exec-10] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/30/motherboards.png
2022-03-14 16:30:56.639  INFO 21208 --- [http-nio-80-exec-2] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.639  INFO 21208 --- [http-nio-80-exec-2] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/31/network%20cards.png
2022-03-14 16:30:56.639  INFO 21208 --- [http-nio-80-exec-2] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/31/network%20cards.png
2022-03-14 16:30:56.643  INFO 21208 --- [http-nio-80-exec-8] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.643  INFO 21208 --- [http-nio-80-exec-8] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/26/power%20supplies.png
2022-03-14 16:30:56.643  INFO 21208 --- [http-nio-80-exec-8] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/26/power%20supplies.png
2022-03-14 16:30:56.655  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.655  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/28/sound%20cards.png
2022-03-14 16:30:56.655  INFO 21208 --- [http-nio-80-exec-4] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/28/sound%20cards.png
2022-03-14 16:30:56.655  INFO 21208 --- [http-nio-80-exec-7] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.656  INFO 21208 --- [http-nio-80-exec-7] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/19/cellphone_stands.png
2022-03-14 16:30:56.656  INFO 21208 --- [http-nio-80-exec-3] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.656  INFO 21208 --- [http-nio-80-exec-7] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/19/cellphone_stands.png
2022-03-14 16:30:56.656  INFO 21208 --- [http-nio-80-exec-9] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.656  INFO 21208 --- [http-nio-80-exec-9] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/7/tablets.png
2022-03-14 16:30:56.656  INFO 21208 --- [http-nio-80-exec-9] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/7/tablets.png
2022-03-14 16:30:56.656  INFO 21208 --- [http-nio-80-exec-3] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/27/solid%20state%20drives.png
2022-03-14 16:30:56.657  INFO 21208 --- [http-nio-80-exec-3] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/27/solid%20state%20drives.png
2022-03-14 16:30:56.669  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.669  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/13/tripods_monopods.png
2022-03-14 16:30:56.669  INFO 21208 --- [http-nio-80-exec-5] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/13/tripods_monopods.png
2022-03-14 16:30:56.669  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:30:56.672  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/category-images/15/unlocked%20cellphones.png
2022-03-14 16:30:56.672  INFO 21208 --- [http-nio-80-exec-6] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | .css , .js , .png , . jpg | url : http://localhost/Molla/category-images/15/unlocked%20cellphones.png
2022-03-14 16:31:02.297  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter is called
2022-03-14 16:31:02.298  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.filter.SettingFilter      : SettingFilter | doFilter | url : http://localhost/Molla/c/laptop_computers
2022-03-14 16:31:02.316  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryFirstPage is called
2022-03-14 16:31:02.316  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage is called
2022-03-14 16:31:02.435  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | category : Laptops
2022-03-14 16:31:02.437  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | listCategoryParents : [Computers, Laptops]
2022-03-14 16:31:02.443  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.service.ProductService    : ProductService | listByCategory is called
2022-03-14 16:31:02.444  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.service.ProductService    : ProductService | listByCategory | categoryId : 6
2022-03-14 16:31:02.444  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.service.ProductService    : ProductService | listByCategory | categoryIdMatch : -6-
2022-03-14 16:31:02.445  INFO 21208 --- [http-nio-80-exec-1] com.molla.site.service.ProductService    : ProductService | listByCategory | pageable : Page request [number: 0, size 10, sort: UNSORTED]
2022-03-14 16:31:02.468  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | listProducts : [Product [id=1, name=ASUS TUF Gaming A15]]
2022-03-14 16:31:02.468  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | startCount : 1
2022-03-14 16:31:02.469  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | endCount : 10
2022-03-14 16:31:02.469  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | endCount > pageProducts.getTotalElements()
2022-03-14 16:31:02.469  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | endCount > pageProducts.getTotalElements() | endCount : 10
2022-03-14 16:31:02.469  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | endCount > pageProducts.getTotalElements() | pageProducts.getTotalElements() : 1
2022-03-14 16:31:02.469  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | endCount > pageProducts.getTotalElements()
2022-03-14 16:31:02.470  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | currentPage : 1
2022-03-14 16:31:02.470  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | totalPages : 1
2022-03-14 16:31:02.470  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | startCount : 1
2022-03-14 16:31:02.471  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | endCount : 1
2022-03-14 16:31:02.471  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | totalItems : 1
2022-03-14 16:31:02.471  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | pageTitle : Laptops
2022-03-14 16:31:02.472  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | listCategoryParents : [Computers, Laptops]
2022-03-14 16:31:02.472  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | listProducts : [Product [id=1, name=ASUS TUF Gaming A15]]
2022-03-14 16:31:02.472  INFO 21208 --- [http-nio-80-exec-1] c.m.site.controller.ProductController    : ProductController | viewCategoryByPage | category : Laptops
2022-03-14 16:31:02.685 ERROR 21208 --- [http-nio-80-exec-1] org.thymeleaf.TemplateEngine             : [THYMELEAF][http-nio-80-exec-1] Exception processing template "product/products_by_category": An error happened during template parsing (template: "class path resource [templates/product/products_by_category.html]")

org.thymeleaf.exceptions.TemplateInputException: An error happened during template parsing (template: "class path resource [templates/product/products_by_category.html]")
	at org.thymeleaf.templateparser.markup.AbstractMarkupTemplateParser.parse(AbstractMarkupTemplateParser.java:241) ~[thymeleaf-3.0.15.RELEASE.jar:3.0.15.RELEASE]
	at org.thymeleaf.templateparser.markup.AbstractMarkupTemplateParser.parseStandalone(AbstractMarkupTemplateParser.java:100) ~[thymeleaf-3.0.15.RELEASE.jar:3.0.15.RELEASE]
	at org.thymeleaf.engine.TemplateManager.parseAndProcess(TemplateManager.java:666) ~[thymeleaf-3.0.15.RELEASE.jar:3.0.15.RELEASE]
	at org.thymeleaf.TemplateEngine.process(TemplateEngine.java:1098) ~[thymeleaf-3.0.15.RELEASE.jar:3.0.15.RELEASE]
	at org.thymeleaf.TemplateEngine.process(TemplateEngine.java:1072) ~[thymeleaf-3.0.15.RELEASE.jar:3.0.15.RELEASE]
	at org.thymeleaf.spring5.view.ThymeleafView.renderFragment(ThymeleafView.java:366) ~[thymeleaf-spring5-3.0.15.RELEASE.jar:3.0.15.RELEASE]
	at org.thymeleaf.spring5.view.ThymeleafView.render(ThymeleafView.java:190) ~[thymeleaf-spring5-3.0.15.RELEASE.jar:3.0.15.RELEASE]
	at org.springframework.web.servlet.DispatcherServlet.render(DispatcherServlet.java:1401) ~[spring-webmvc-5.3.16.jar:5.3.16]
